"","L","Z","A","Y"
"1187",1,1,11,1000
"1188",1,1,8,0
"1189",0,9,9,0
"1190",1,39,15,5000
"1191",0,13,9,0
"1192",0,17,8,396
"1193",1,17,12,2680
"1194",0,19,12,0
"1195",0,17,16,0
"1196",0,13,12,1250
"1197",1,9,12,0
"1198",1,15,12,0
"1199",1,17,12,8000
"1200",0,15,12,110
"1201",1,13,12,6000
"1202",0,1,13,1500
"1203",0,13,12,1700
"1204",0,13,12,2433
"1205",0,13,12,3700
"1206",0,13,12,3000
"1207",0,13,8,200
"1208",1,17,12,196
"1209",0,13,14,3500
"1210",1,39,12,5000
"1211",0,2,16,4000
"1212",1,13,13,800
"1213",1,39,13,5500
"1214",0,17,16,14920
"1215",1,0,13,24
"1216",1,19,12,0
"1217",0,1,11,3500
"1218",0,17,13,8147
"1219",1,16,9,6000
"1220",1,13,12,8000
"1221",0,1,12,10077
"1222",0,9,12,366
"1223",0,13,10,6500
"1224",1,13,12,5000
"1225",1,19,12,0
"1226",0,17,12,7000
"1227",1,19,11,4000
"1228",0,15,8,0
"1229",0,13,12,0
"1230",1,16,10,10629
"1231",1,13,11,3000
"1232",1,13,12,350
"1233",0,16,16,2500
"1234",0,1,11,2000
"1235",0,13,13,285
"1236",0,15,12,2500
"1237",0,1,12,4553
"1238",0,13,15,10000
"1239",1,13,8,3308
"1240",1,39,14,6300
"1241",0,16,13,168
"1242",1,37,10,1000
"1243",1,15,12,6000
"1244",1,39,11,6759
"1245",1,15,12,2500
"1246",0,13,12,8000
"1247",0,1,14,2500
"1248",1,17,9,5621
"1249",0,9,9,2800
"1250",1,13,12,7000
"1251",0,0,13,3290
"1252",0,39,11,125
"1253",1,13,10,5000
"1254",1,1,12,0
"1255",0,1,11,0
"1256",0,28,12,650
"1257",1,2,8,800
"1258",1,13,14,4000
"1259",1,13,11,1400
"1260",1,16,12,4300
"1261",1,13,12,13000
"1262",1,13,11,0
"1263",1,16,14,28500
"1264",1,1,12,7000
"1265",0,19,12,6768
"1266",0,13,11,4000
"1267",1,13,11,3680
"1268",1,16,11,9552
"1269",1,2,14,1500
"1270",1,16,14,9000
"1271",0,39,12,1625
"1272",0,15,13,3500
"1273",1,19,10,8000
"1274",0,13,12,0
"1275",0,9,12,0
"1276",0,16,13,200
"1277",1,19,12,0
"1278",0,19,11,167
"1279",1,13,14,9000
"1280",1,0,12,6400
"1281",0,17,13,3000
"1282",1,37,10,1500
"1283",1,13,8,16000
"1284",0,16,12,12000
"1285",0,1,14,0
"1286",1,13,14,14000
"1287",1,0,11,4900
"1288",1,13,12,0
"1289",0,15,10,407
"1290",1,16,12,350
"1291",1,13,13,1200
"1292",1,1,16,4320
"1293",1,13,8,4100
"1294",1,5,12,19000
"1295",0,1,13,4784
"1296",1,16,13,1500
"1297",1,39,12,0
"1298",1,17,12,7056
"1299",1,13,12,2060
"1300",0,9,12,0
"1301",0,1,14,0
"1302",0,9,12,1000
"1303",0,13,12,0
"1304",0,13,12,0
"1305",0,28,12,12000
"1306",0,13,12,11000
"1307",1,15,12,2020
"1308",1,9,9,500
"1309",0,37,12,0
"1310",1,1,9,6000
"1311",1,17,12,6804
"1312",0,28,12,12000
"1313",1,9,12,0
"1314",0,16,7,0
"1315",0,19,8,0
"1316",1,28,15,2600
"1317",0,13,14,0
"1318",1,28,12,600
"1319",1,0,9,5000
"1320",0,37,10,0
"1321",1,2,10,5400
"1322",1,39,14,2131
"1323",0,17,13,6000
"1324",1,16,12,0
"1325",0,39,13,5350
"1326",0,1,8,960
"1327",0,13,9,406
"1328",0,19,12,480
"1329",0,39,13,9700
"1330",0,13,8,0
"1331",0,15,12,5500
"1332",0,1,12,218
"1333",1,13,11,1169
"1334",0,13,14,5000
"1335",1,0,14,938
"1336",1,13,13,25000
"1337",0,16,12,6000
"1338",0,19,12,3000
"1339",1,13,10,0
"1340",0,1,10,0
"1341",0,16,14,1300
"1342",1,13,12,14000
"1343",0,15,12,0
"1344",0,13,12,2000
"1345",1,28,11,4888
"1346",1,37,8,4600
"1347",1,15,13,5000
"1348",0,19,8,0
"1349",1,28,11,0
"1350",1,16,12,14415
"1351",0,13,10,6922
"1352",0,16,14,11483
"1353",1,13,13,7292
"1354",1,2,10,1200
"1355",0,13,12,363
"1356",1,13,8,2000
"1357",1,13,12,1500
"1358",0,13,13,0
"1359",0,19,12,0
"1360",0,19,9,0
"1361",0,17,11,3000
"1362",0,39,12,0
"1363",0,16,13,0
"1364",1,13,14,340
"1365",1,13,11,2000
"1366",1,0,10,19566
"1367",1,13,13,3752
"1368",1,19,12,15000
"1369",0,19,11,0
"1370",0,0,12,6000
"1371",1,13,12,70
"1372",0,15,14,4362
"1373",0,13,8,2577
"1374",0,1,12,6500
"1375",0,13,10,0
"1376",1,13,12,14000
"1377",1,19,13,11898
"1378",0,13,12,63000
"1379",0,16,16,0
"1380",0,0,12,2400
"1381",0,17,11,0
"1382",1,9,10,500
"1383",0,16,13,320
"1384",1,13,8,5250
"1385",0,13,13,1440
"1386",0,17,12,1600
"1387",0,16,8,600
"1388",0,17,12,500
"1389",0,16,12,11000
"1390",1,17,9,5628
"1391",0,9,12,800
"1392",0,39,10,1782
"1393",1,13,13,8000
"1394",1,0,12,0
"1395",0,17,12,9570
"1396",0,1,9,0
"1397",1,13,12,144
"1398",0,2,13,0
"1399",1,19,11,0
"1400",1,13,16,4000
"1401",1,37,10,400
"1402",0,17,12,0
"1403",0,16,15,1631
"1404",1,1,8,300
"1405",1,17,11,0
"1406",1,13,10,7664
"1407",1,13,11,18000
"1408",1,0,12,2400
"1409",0,16,12,135
"1410",0,1,10,12688
"1411",0,0,11,0
"1412",0,13,9,2888
"1413",1,13,11,1200
"1414",1,9,17,9800
"1415",1,17,14,0
"1416",0,13,12,2400
"1417",1,9,12,262
"1418",1,9,10,10000
"1419",1,9,12,18240
"1420",0,0,12,0
"1421",0,19,14,6000
"1422",1,37,14,0
"1423",1,1,12,6807
"1424",0,1,12,800
"1425",0,1,12,0
"1426",1,19,15,0
"1427",0,13,12,9000
"1428",0,39,12,286
"1429",0,15,12,2000
"1430",1,39,15,400
"1431",0,13,11,630
"1432",0,9,9,0
"1433",1,1,8,2000
"1434",0,9,9,9500
"1435",1,19,8,0
"1436",0,19,11,0
"1437",0,2,13,0
"1438",0,1,8,0
"1439",0,16,12,6000
"1440",0,13,10,2200
"1441",0,16,12,4000
"1442",0,17,9,0
"1443",1,19,12,250
"1444",0,15,12,0
"1445",0,15,10,1992
"1446",1,39,8,8830
"1447",0,9,8,0
"1448",0,19,11,1200
"1449",1,39,12,0
"1450",1,2,8,4000
"1451",1,2,13,20000
"1452",0,2,13,1837
"1453",0,28,12,0
"1454",1,9,9,0
"1455",0,19,9,0
"1456",0,37,12,2900
"1457",1,13,12,4000
"1458",0,17,12,6300
"1459",0,17,12,742
"1460",1,346,12,6400
"1461",0,0,12,4000
"1462",1,19,14,12000
"1463",1,13,11,1800
"1464",0,19,10,0
"1465",0,17,12,502
"1466",0,17,12,0
"1467",0,9,14,0
"1468",0,16,11,0
"1469",0,13,10,2700
"1470",1,13,12,3300
"1471",0,19,12,0
"1472",1,13,12,13000
"1473",1,19,10,10700
"1474",0,1,11,0
"1475",0,15,12,132
"1476",0,13,12,0
"1477",0,13,8,3100
"1478",0,1,12,274
"1479",1,16,10,2577
"1480",1,1,13,7000
"1481",1,9,11,0
"1482",0,16,14,3350
"1483",0,13,11,2200
"1484",0,39,12,0
"1485",1,2,10,5500
"1486",0,13,12,0
"1487",0,19,12,9658
"1488",1,1,9,50
"1489",1,13,12,1100
"1490",0,13,11,2000
"1491",0,9,14,3147
"1492",0,13,12,470
"1493",0,13,13,3000
"1494",1,13,9,10000
"1495",1,0,11,0
"1496",1,13,13,4500
"1497",1,16,10,5000
"1498",0,1,11,119
"1499",0,16,11,0
"1500",0,15,12,645
"1501",1,19,12,10000
"1502",1,13,12,5868
"1503",0,17,12,3800
"1504",1,13,12,9300
"1505",0,17,10,0
"1506",0,15,12,0
"1507",1,1,12,11000
"1508",1,16,17,3600
"1509",1,13,12,12000
"1510",1,13,12,3000
"1511",1,17,12,0
"1512",0,13,13,3602
"1513",0,1,9,0
"1514",0,39,15,5556
"1515",1,13,11,800
"1516",0,15,11,0
"1517",0,16,11,400
"1518",0,13,9,335
"1519",0,13,10,4000
"1520",1,13,14,616
"1521",0,13,12,1000
"1522",0,16,18,0
"1523",1,37,12,10000
"1524",0,28,12,0
"1525",1,28,8,15360
"1526",1,17,16,1560
"1527",0,16,13,6319
"1528",1,39,14,4000
"1529",0,16,10,2000
"1530",1,9,14,0
"1531",1,1,12,600
"1532",1,13,9,0
"1533",0,1,12,0
"1534",1,0,14,5130
"1535",0,13,12,7000
"1536",0,17,11,0
"1537",1,13,17,8000
"1538",0,13,12,2164
"1539",1,13,14,1300
"1540",0,39,13,98
"1541",1,19,12,4800
"1542",1,13,12,1489
"1543",0,2,16,8300
"1544",1,19,11,9000
"1545",0,0,14,0
"1546",1,16,12,4000
"1547",0,1,10,0
"1548",0,39,12,7079
"1549",1,13,11,5200
"1550",0,28,17,20000
"1551",1,16,7,900
"1552",0,1,11,509
"1553",0,17,12,0
"1554",0,17,12,3000
"1555",0,1,11,5000
"1556",0,9,12,400
"1557",0,13,10,554
"1558",1,1,11,0
"1559",1,15,12,1200
"1560",1,9,12,0
"1561",1,1,9,10056
"1562",0,19,11,0
"1563",0,16,12,2000
"1564",0,9,9,0
"1565",0,39,10,0
"1566",0,346,10,0
"1567",1,9,12,2224
"1568",1,28,12,0
"1569",1,40,12,3000
"1570",1,1,9,1600
"1571",1,13,12,10000
"1572",0,16,12,14305
"1573",1,13,11,1000
"1574",1,13,13,502
"1575",0,13,16,3360
"1576",1,0,12,5550
"1577",0,13,12,10400
"1578",1,17,13,3000
"1579",0,37,11,0
"1580",1,13,12,6000
"1581",1,17,12,3500
"1582",1,15,12,2000
"1583",0,9,8,0
"1584",0,13,12,2000
"1585",0,19,13,0
"1586",0,1,12,3976
"1587",1,13,14,500
"1588",0,19,14,6000
"1589",1,17,11,0
"1590",0,13,9,6500
"1591",0,17,12,0
"1592",0,17,12,0
"1593",1,19,12,500
"1594",1,0,10,0
"1595",1,17,12,0
"1596",1,9,12,0
"1597",0,2,12,0
"1598",0,19,9,6000
"1599",1,19,12,600
"1600",1,346,10,0
"1601",1,2,9,5500
"1602",1,39,14,2061
"1603",1,0,12,9417
"1604",1,13,11,8000
"1605",1,0,14,1200
"1606",0,19,9,0
"1607",0,17,11,0
"1608",0,13,13,200
"1609",1,19,17,0
"1610",1,9,11,1800
"1611",1,13,11,600
"1612",1,13,12,5000
"1613",0,13,12,10000
"1614",1,13,13,1200
"1615",0,1,14,3500
"1616",0,16,14,0
"1617",1,2,16,4000
"1618",0,39,12,2200
"1619",0,15,12,1880
"1620",1,17,17,1000
"1621",1,13,12,1855
"1622",0,13,11,0
"1623",0,16,11,1490
"1624",1,28,12,3000
"1625",0,15,12,0
"1626",1,16,11,12000
"1627",0,17,12,0
"1628",0,2,12,0
"1629",1,16,9,8500
"1630",1,13,15,90
"1631",1,1,11,800
"1632",0,1,14,0
"1633",1,19,12,0
"1634",1,13,12,500
"1635",0,19,12,0
"1636",1,346,13,11760
"1637",1,16,14,0
"1638",1,9,12,1000
"1639",1,2,9,100
"1640",0,17,13,0
"1641",1,15,11,1500
"1642",0,16,12,2200
"1643",1,16,12,22233
"1644",0,2,10,3400
"1645",0,19,12,0
"1646",0,9,12,9747
"1647",0,1,12,8000
"1648",0,17,15,13099
"1649",0,13,12,0
"1650",0,13,13,0
"1651",1,16,13,8280
"1652",1,17,9,0
"1653",1,1,11,800
"1654",1,13,11,0
"1655",1,16,11,4616
"1656",0,13,11,0
"1657",0,17,12,0
"1658",0,2,12,1955
"1659",1,13,9,1900
"1660",0,13,14,10133
"1661",1,13,12,15600
"1662",0,15,12,10000
"1663",0,19,10,750
"1664",0,1,12,126
"1665",1,37,12,8500
"1666",0,1,12,300
"1667",1,19,12,36600
"1668",0,13,13,10000
"1669",0,19,12,300
"1670",0,17,11,0
"1671",0,15,9,0
"1672",1,2,8,0
"1673",0,9,12,0
"1674",0,13,12,0
"1675",1,19,8,15600
"1676",0,2,12,7500
"1677",1,19,14,10000
"1678",0,17,8,0
"1679",0,346,9,0
"1680",0,13,12,6500
"1681",0,19,10,0
"1682",1,16,9,0
"1683",1,19,11,2500
"1684",0,17,12,300
"1685",1,1,9,7000
"1686",0,28,12,200
"1687",1,13,10,3500
"1688",1,15,14,6260
"1689",1,13,11,8000
"1690",0,13,12,13000
"1691",0,2,12,0
"1692",0,15,14,75
"1693",0,13,12,2000
"1694",1,13,8,8640
"1695",1,13,14,15000
"1696",1,28,12,6000
"1697",0,1,11,155
"1698",0,15,12,4800
"1699",0,9,11,268
"1700",0,13,13,4600
"1701",1,19,11,1000
"1702",0,16,11,2000
"1703",0,346,16,0
"1704",0,39,13,75
"1705",0,13,13,9000
"1706",1,37,12,2200
"1707",0,1,8,0
"1708",0,40,12,4203
"1709",0,39,12,4726
"1710",1,39,14,6000
"1711",1,39,11,7500
"1712",1,13,12,7500
"1713",1,1,12,9000
"1714",1,0,12,1380
"1715",0,28,9,224
"1716",1,39,10,6000
"1717",1,13,11,10400
"1718",0,13,12,3500
"1719",0,1,11,0
"1720",1,19,12,600
"1721",0,13,10,4800
"1722",0,1,12,0
"1723",1,39,12,3350
"1724",1,13,12,7000
"1725",1,16,12,2000
"1726",0,15,15,5000
"1727",1,19,13,0
"1728",0,17,11,0
"1729",0,17,11,0
"1730",0,13,12,1200
"1731",0,2,12,5500
"1732",0,1,12,98
"1733",0,1,9,0
"1734",0,13,12,2144
"1735",0,19,12,0
"1736",1,37,14,0
"1737",0,17,11,0
"1738",1,13,9,2100
"1739",0,28,12,0
"1740",0,13,10,0
"1741",1,39,11,1600
"1742",0,17,11,0
"1743",1,13,8,1600
"1744",1,1,11,4500
"1745",1,13,13,5109
"1746",0,0,12,3296
"1747",1,13,12,0
"1748",1,16,16,20000
"1749",1,16,13,4000
"1750",0,15,15,0
"1751",1,13,9,2000
"1752",1,17,8,6000
"1753",0,39,12,0
"1754",1,1,11,892
"1755",0,13,12,0
"1756",1,13,12,0
"1757",0,13,10,0
"1758",1,17,14,0
"1759",1,39,16,2000
"1760",1,13,11,2000
"1761",0,9,12,250
"1762",1,2,12,1000
"1763",0,19,11,0
"1764",1,0,12,2500
"1765",1,13,14,3194
"1766",1,13,14,9000
"1767",0,1,9,883
"1768",0,13,12,5000
"1769",1,1,10,1279
"1770",0,17,12,0
"1771",1,39,11,6512
"1772",1,28,12,4899
"1773",1,17,13,15717
"1774",0,17,12,3000
"1775",1,19,11,0
"1776",0,13,12,1000
"1777",0,1,8,0
"1778",1,13,14,350
"1779",1,9,11,8100
"1780",1,13,14,10000
"1781",0,19,12,375
"1782",1,2,10,1452
"1783",0,15,11,0
"1784",1,19,10,0
"1785",0,19,9,300
"1786",1,9,8,4800
"1787",1,28,12,36000
"1788",1,28,10,0
"1789",1,13,13,3000
"1790",0,9,13,14000
"1791",0,9,12,0
"1792",0,13,12,1800
"1793",0,15,10,5250
"1794",1,1,12,3750
"1795",0,28,12,0
"1796",1,19,13,5000
"1797",1,0,12,14000
"1798",0,16,13,4000
"1799",0,9,11,0
"1800",0,16,17,2674
"1801",1,13,10,1000
"1802",0,9,10,0
"1803",1,17,12,15000
"1804",1,16,9,2448
"1805",1,13,16,200
"1806",0,9,12,0
"1807",0,13,13,0
"1808",1,39,12,371
"1809",0,13,15,500
"1810",1,16,11,2000
"1811",1,15,12,0
"1812",1,37,15,10000
"1813",0,17,16,5570
"1814",0,17,12,0
"1815",0,19,12,0
"1816",1,16,11,6000
"1817",0,19,11,550
"1818",1,17,11,0
"1819",0,9,12,0
"1820",1,13,10,4000
"1821",0,40,12,12
"1822",0,17,10,522
"1823",0,39,12,3000
"1824",0,13,12,5000
"1825",1,13,12,13000
"1826",0,13,12,1322
"1827",0,9,11,0
"1828",1,28,11,3000
"1829",1,39,12,7395
"1830",1,1,8,10000
"1831",0,9,12,1000
"1832",0,39,16,481
"1833",1,39,12,0
"1834",0,19,11,0
"1835",0,16,12,136
"1836",1,13,12,500
"1837",1,9,10,1440
"1838",0,346,9,18200
"1839",1,16,9,0
"1840",0,13,10,0
"1841",1,16,16,18000
"1842",1,2,12,575
"1843",0,13,9,0
"1844",0,37,12,3300
"1845",1,17,12,1100
"1846",1,19,9,4000
"1847",0,346,12,5000
"1848",1,1,10,10880
"1849",0,0,11,1056
"1850",1,13,10,1200
"1851",1,16,12,12000
"1852",0,19,12,0
"1853",1,39,12,7443
"1854",0,15,15,7000
"1855",0,9,10,0
"1856",1,0,11,8000
"1857",0,0,12,1012
"1858",0,17,14,6240
"1859",0,9,13,0
"1860",0,2,14,950
"1861",0,13,12,1200
"1862",1,13,12,4000
"1863",0,1,14,0
"1864",0,17,11,0
"1865",1,28,11,275
"1866",1,9,14,1957
"1867",1,15,16,0
"1868",1,9,12,1292
"1869",0,19,10,0
"1870",0,13,14,16800
"1871",1,13,12,7149
"1872",1,15,13,1680
"1873",0,17,11,0
"1874",0,15,13,3000
"1875",1,17,14,5650
"1876",1,1,10,341
"1877",1,17,12,0
"1878",1,17,13,8000
"1879",0,17,12,2560
"1880",0,1,12,9000
"1881",0,346,16,3000
"1882",1,9,10,0
"1883",1,13,16,2600
"1884",0,13,14,11000
"1885",0,13,9,0
"1886",1,19,10,7000
"1887",0,13,13,1400
"1888",1,39,14,6000
"1889",0,17,14,500
"1890",0,346,10,1500
"1891",1,16,13,1200
"1892",1,1,14,0
"1893",0,15,12,0
"1894",1,39,12,2000
"1895",0,17,14,0
"1896",1,346,13,0
"1897",0,39,13,0
"1898",1,13,14,0
"1899",1,1,10,1500
"1900",0,17,12,3000
"1901",1,16,13,2980
"1902",1,15,12,8800
"1903",1,0,12,5000
"1904",0,40,12,4668
"1905",1,13,12,4900
"1906",0,13,10,1035
"1907",0,13,10,250
"1908",0,13,8,0
"1909",1,13,12,184
"1910",1,17,8,5044
"1911",1,17,12,3570
"1912",0,9,16,0
"1913",0,17,10,0
"1914",1,17,11,5400
"1915",1,17,12,2000
"1916",0,2,12,1500
"1917",1,1,8,4500
"1918",0,346,12,0
"1919",0,17,14,122
"1920",0,13,12,1487
"1921",0,13,12,1200
"1922",1,15,10,7000
"1923",0,2,12,400
"1924",0,37,15,12480
"1925",1,15,14,60
"1926",1,13,12,30000
"1927",1,39,12,4500
"1928",0,17,12,0
"1929",1,15,12,3000
"1930",1,39,10,5000
"1931",0,17,16,360
"1932",0,39,11,197
"1933",0,17,12,2800
"1934",0,16,11,5300
"1935",0,13,8,3000
"1936",1,2,11,3000
"1937",0,9,11,3500
"1938",1,9,10,0
"1939",0,9,12,0
"1940",0,39,12,6370
"1941",1,9,14,8000
"1942",1,19,11,0
"1943",1,17,12,0
"1944",0,0,17,5100
"1945",0,16,10,0
"1946",1,19,14,5000
"1947",0,9,12,0
"1948",0,17,12,0
"1949",0,39,14,5800
"1950",0,17,12,0
"1951",0,37,12,1000
"1952",0,1,16,6000
"1953",0,39,12,220
"1954",1,13,9,0
"1955",0,346,12,23395
"1956",0,37,12,4741
"1957",1,9,10,0
"1958",1,13,12,10000
"1959",0,13,14,10584
"1960",0,1,12,120
"1961",1,13,12,11000
"1962",0,13,12,1120
"1963",0,17,9,0
"1964",1,19,8,0
"1965",0,37,12,0
"1966",0,17,12,2000
"1967",1,19,17,4200
"1968",0,13,8,14159
"1969",0,9,12,1440
"1970",0,28,11,3200
"1971",0,37,12,0
"1972",1,19,12,8500
"1973",0,15,13,10032
"1974",1,2,10,0
"1975",0,1,9,1700
"1976",1,0,12,6754
"1977",0,1,9,140
"1978",0,1,9,0
"1979",1,15,12,3500
"1980",0,19,13,0
"1981",1,13,14,2000
"1982",0,19,8,0
"1983",1,28,12,4200
"1984",1,9,10,1200
"1985",1,15,12,600
"1986",0,1,11,8000
"1987",0,13,12,0
"1988",0,17,10,0
"1989",1,19,9,0
"1990",0,17,11,0
"1991",1,13,12,20400
"1992",1,19,14,0
"1993",1,13,15,4250
"1994",0,1,12,5200
"1995",1,9,10,3000
"1996",0,13,10,5000
"1997",1,13,14,4000
"1998",1,1,14,3000
"1999",1,13,12,9000
"2000",0,19,16,10500
"2001",1,37,13,900
"2002",0,1,15,8000
"2003",1,16,11,8000
"2004",1,2,12,2900
"2005",1,13,12,15808
"2006",0,19,12,0
"2007",1,13,10,8265
"2008",0,16,12,0
"2009",1,13,12,15000
"2010",0,346,12,0
"2011",1,39,10,5200
"2012",0,9,12,0
"2013",0,9,12,12520
"2014",0,15,11,0
"2015",1,2,12,1200
"2016",1,39,13,3000
"2017",0,9,12,750
"2018",1,1,10,600
"2019",0,17,9,0
"2020",0,16,14,2600
"2021",1,40,13,10000
"2022",0,39,12,5306
"2023",1,19,11,1100
"2024",0,13,12,0
"2025",0,39,12,3674
"2026",0,39,12,444
"2027",0,346,14,600
"2028",0,13,11,1570
"2029",0,37,11,4184
"2030",1,15,15,2000
"2031",0,13,13,9200
"2032",1,39,8,5000
"2033",1,9,12,0
"2034",1,13,12,0
"2035",1,2,11,3000
"2036",0,1,11,6000
"2037",1,9,10,600
"2038",0,17,11,0
"2039",0,9,11,0
"2040",0,17,11,600
"2041",1,39,12,9000
"2042",0,9,12,10500
"2043",0,1,11,4900
"2044",0,13,13,0
"2045",1,13,10,0
"2046",0,13,12,2240
"2047",1,39,12,3000
"2048",1,19,10,2496
"2049",1,13,12,7915
"2050",1,39,17,8000
"2051",1,13,17,0
"2052",0,13,7,0
"2053",1,17,15,0
"2054",1,13,11,150
"2055",1,28,11,2400
"2056",1,39,11,4700
"2057",0,39,10,60
"2058",1,13,12,3359
"2059",1,1,11,472
"2060",0,2,11,0
"2061",1,13,10,9200
"2062",1,13,12,7500
"2063",0,37,12,450
"2064",1,15,12,6020
"2065",0,13,12,8000
"2066",0,19,12,862
"2067",0,13,11,7336
"2068",1,15,12,0
"2069",0,39,12,3000
"2070",0,39,9,140
"2071",1,39,14,4000
"2072",0,13,8,3200
"2073",0,1,12,0
"2074",0,17,12,0
"2075",1,16,10,170
"2076",0,13,12,837
"2077",1,28,12,0
"2078",1,2,17,5000
"2079",0,37,13,2000
"2080",1,13,14,30
"2081",1,28,12,1200
"2082",0,15,12,0
"2083",0,16,15,0
"2084",1,5,10,3000
"2085",0,39,13,0
"2086",1,17,11,8736
"2087",1,37,9,0
"2088",0,17,12,1530
"2089",0,1,12,3200
"2090",0,0,12,1642
"2091",0,1,14,7760
"2092",0,0,12,7000
"2093",1,13,9,3000
"2094",0,9,8,0
"2095",0,1,8,0
"2096",0,13,12,938
"2097",1,5,11,0
"2098",0,9,11,0
"2099",0,13,10,4680
"2100",0,19,12,0
"2101",1,13,12,15000
"2102",1,13,12,800
"2103",0,13,10,7000
"2104",1,19,10,4800
"2105",0,19,8,0
"2106",0,1,12,326
"2107",1,39,12,6000
"2108",0,13,9,2000
"2109",0,13,12,0
"2110",1,16,8,16639
"2111",0,19,12,0
"2112",0,2,8,800
"2113",1,2,8,2700
"2114",1,13,8,157
"2115",1,13,12,0
"2116",1,0,12,20557
"2117",1,1,12,15000
"2118",1,17,12,0
"2119",0,13,12,6000
"2120",0,16,12,1300
"2121",1,17,12,4800
"2122",0,39,12,5000
"2123",1,13,11,300
"2124",0,39,16,3000
"2125",1,9,12,0
"2126",1,1,12,3000
"2127",0,17,13,0
"2128",1,15,15,800
"2129",1,13,9,5450
"2130",0,19,9,800
"2131",0,13,12,10400
"2132",1,9,11,3000
"2133",0,0,9,1880
"2134",0,19,10,0
"2135",1,19,14,0
"2136",0,13,13,11000
"2137",1,9,12,3000
"2138",1,39,13,7700
"2139",1,17,13,2000
"2140",0,13,8,300
"2141",1,0,13,3640
"2142",0,15,14,2460
"2143",1,0,11,0
"2144",1,1,12,98
"2145",1,19,12,4500
"2146",0,39,12,315
"2147",0,13,8,0
"2148",0,13,10,3500
"2149",0,1,9,0
"2150",0,16,14,0
"2151",0,13,12,0
"2152",0,13,14,0
"2153",0,15,17,18000
"2154",1,19,12,0
"2155",0,37,12,0
"2156",1,9,11,1014
"2157",1,13,9,1100
"2158",0,0,10,0
"2159",1,13,15,20
"2160",1,16,13,0
"2161",0,39,13,6080
"2162",0,15,14,3000
"2163",0,16,12,0
"2164",0,13,12,7900
"2165",1,346,11,200
"2166",0,16,12,350
"2167",0,19,8,0
"2168",1,2,12,6800
"2169",0,17,12,700
"2170",0,39,9,300
"2171",1,19,12,4000
"2172",0,37,12,100
"2173",0,28,12,6000
"2174",1,16,9,2817
"2175",1,1,12,11200
"2176",1,13,11,6000
"2177",0,28,12,8000
"2178",1,37,16,3000
"2179",0,16,10,340
"2180",0,17,12,7200
"2181",0,16,14,4600
"2182",0,16,10,0
"2183",0,16,12,0
"2184",1,19,12,260
"2185",1,19,8,0
"2186",0,39,12,2100
"2187",1,0,16,8038
"2188",0,15,14,7198
"2189",0,17,13,4000
"2190",0,1,10,2616
"2191",0,9,12,6000
"2192",0,1,14,0
"2193",1,13,12,98
"2194",1,15,17,500
"2195",1,16,12,12769
"2196",1,15,12,2000
"2197",1,17,12,4000
"2198",0,16,12,6682
"2199",0,0,12,0
"2200",0,16,16,5200
"2201",1,37,12,1000
"2202",0,39,8,350
"2203",1,39,11,2900
"2204",0,19,12,0
"2205",1,15,15,9000
"2206",1,19,12,3360
"2207",1,16,13,3400
"2208",0,17,12,900
"2209",0,9,11,2000
"2210",0,1,9,1700
"2211",1,28,8,200
"2212",0,16,12,0
"2213",1,1,12,1500
"2214",0,15,8,0
"2215",0,1,12,98
"2216",0,19,16,0
"2217",1,37,11,12000
"2218",1,9,12,700
"2219",1,16,13,300
"2220",1,13,14,0
"2221",1,5,8,2000
"2222",0,0,10,0
"2223",0,39,12,8160
"2224",0,9,12,2000
"2225",1,13,11,6400
"2226",1,9,12,0
"2227",0,2,13,3800
"2228",1,16,14,5200
"2229",1,17,9,3000
"2230",1,16,13,7800
"2231",0,15,12,6670
"2232",0,39,12,20
"2233",0,0,12,0
"2234",0,13,11,2300
"2235",0,16,12,35
"2236",0,1,8,160
"2237",1,2,12,4500
"2238",0,9,9,627
"2239",1,13,10,4000
"2240",0,17,9,0
"2241",0,13,12,5600
"2242",1,13,12,0
"2243",1,13,12,0
"2244",0,16,10,0
"2245",1,17,13,600
"2246",0,5,12,3352
"2247",1,19,12,5000
"2248",0,13,9,5000
"2249",0,9,12,0
"2250",0,2,12,0
"2251",1,0,12,360
"2252",1,1,12,11000
"2253",1,13,11,0
"2254",1,17,14,5000
"2255",1,13,12,9550
"2256",0,19,12,0
"2257",0,13,8,100
"2258",1,346,12,4800
"2259",0,9,13,5000
"2260",1,15,12,100
"2261",0,19,11,0
"2262",1,16,12,10000
"2263",0,16,9,2500
"2264",0,0,12,9749
"2265",1,13,10,360
"2266",0,15,12,4028
"2267",0,39,12,3000
"2268",1,15,14,0
"2269",1,5,11,1359
"2270",0,1,17,0
"2271",0,13,11,7000
"2272",0,2,10,200
"2273",0,9,8,0
"2274",1,13,12,0
"2275",0,0,13,0
"2276",0,28,14,3000
"2277",1,13,12,19670
"2278",1,13,9,1373
"2279",1,40,12,15
"2280",0,28,12,200
"2281",0,17,9,754
"2282",1,1,14,1200
"2283",0,17,13,5000
"2284",0,19,12,0
"2285",1,17,12,670
"2286",0,16,12,4700
"2287",0,28,12,2080
"2288",0,1,12,0
"2289",1,16,12,1500
"2290",0,37,12,4800
"2291",1,13,14,1000
"2292",0,13,12,98
"2293",1,37,12,27746
"2294",0,9,16,360
"2295",1,0,8,9076
"2296",0,1,11,4277
"2297",0,13,12,0
"2298",1,5,12,7000
"2299",0,13,12,3300
